Domain,Volume ID in Gutenberg,Volume ID in HathiTrust,Pubdate in HathiTrust,Volume Title in HathiTrust,Volume Title in Gutenberg,Author
Fiction,1079,njp.32101072665126,1891,"The life and opinions of Tristram Shandy, gentleman, by Laurence Sterne; with an introduction by Henry Morley.","The Life and Opinions of Tristram Shandy, Gentleman","Sterne, Laurence"
Fiction,1083,coo.31924013598614,1919,The arrow of gold; a story between two notes.,The Arrow of Gold: A Story Between Two Notes,"Conrad, Joseph"
Fiction,1088,umn.31951000954773h,1911,Rolf in the woods : the adventure of a Boy Scout with Indian Quonab and little dog Skookum / written & illustrated by Ernest Thompson Seton.,Rolf in the Woods,"Seton, Ernest Thompson"
Fiction,1098,umn.319510023625959,1915,"The turmoil, a novel. Illustrated by C.E. Chambers.",The Turmoil: A Novel,"Tarkington, Booth"
Fiction,1144,pst.000002028965,1898,"In the cage, by Henry James.",In the Cage,"James, Henry"
Fiction,1145,hvd.hn5bz5,1898,"Rupert of Hentzau, from the memoirs of Fritz von Tarlenheim, sequel to the ""Prisoner of Zenda."" By Anthony Hope. With four full-page illustrations by Charles Dana Gibson.",Rupert of Hentzau: From The Memoirs of Fritz Von Tarlenheim: Sequel to The Prisoner of Zenda,"Hope, Anthony"
Fiction,1147,hvd.hn219q,1834,A journey from this world to the next.,A Journey from This World to the Next,"Fielding, Henry"
Fiction,1153,nyp.33433112045251,1922,The chessmen of Mars / by Edgar Rice Burroughs ... ; illustrated by J. Allen St. John.,The Chessmen of Mars,"Burroughs, Edgar Rice"
Fiction,1155,hvd.32044011408432,1922,"The secret adversary, by Agatha Christie ....",The Secret Adversary,"Christie, Agatha"
Fiction,1156,hvd.32044010478386,1922,"Babbitt, by Sinclair Lewis.",Babbitt,"Lewis, Sinclair"
Fiction,1158,mdp.39015002364597,1924,"Penrod and Sam, by Booth Tarkington ... illustrated by Worth Brehm.",Penrod and Sam,"Tarkington, Booth"
Fiction,1159,mdp.39015063959624,1922,"Fire-Tongue, by Sax Rohmer [pseud.] [frontispiece by J. C. Coll.]",Fire-Tongue,"Rohmer, Sax"
Fiction,1160,mdp.39015053140656,1905,The game / by Jack London ; with illustrations and decorations by Henry Hutt and T. C. Lawrence.,The Game,"London, Jack"
Fiction,1161,nyp.33433112006279,1919,Jerry of the islands.,Jerry of the Islands,"London, Jack"
Fiction,1162,msu.31293102517194,1915,The jacket = The star rover / by Jack London.,The Jacket (The Star-Rover),"London, Jack"
Fiction,1163,coo1.ark+=13960=t7br9bs9m,1911,"Adventure, by Jack London.",Adventure,"London, Jack"
Fiction,1164,coo1.ark+=13960=t53f59r02,1907,The iron heel / by Jack London.,The Iron Heel,"London, Jack"
Fiction,1167,umn.319510021356613,1879,A strange disappearance.,A Strange Disappearance,"Green, Anna Katharine"
Fiction,1168,aeu.ark+=13960=t3709ct0h,1903,The pool in the desert by Mrs. Everard Cotes (Sara Jeannette Duncan),The Pool in the Desert,"Duncan, Sara Jeannette"
Fiction,1182,coo1.ark+=13960=t88g95z7q,1919,"Dope, by Sax Rohmer [pseud.]",Dope,"Rohmer, Sax"
Fiction,1183,uc2.ark+=13960=t5v69916g,1916,The return of Dr. Fu-Manchu / by Sax Rohmer [i.e. A.S. Ward].,The Return of Dr. Fu-Manchu,"Rohmer, Sax"
Fiction,1194,uc2.ark+=13960=t3707z06x,1900,The adventures of Louis de Rougemont / as told by himself.,The Adventures of Louis de Rougemont,"Rougemont, Louis de"
Fiction,1195,umn.31951002103304j,1916,Glasses.,Glasses,"James, Henry"
Fiction,1204,nyp.33433112013879,1918,Cabin fever : a novel / by B.M. Bower ; with frontispiece by Frank E. Schoonover.,Cabin Fever,"Bower, B. M."
Fiction,1207,mdp.39015020935147,1892,"Nada the Lily, by H. Rider Haggard.",Nada the Lily,"Haggard, H. Rider (Henry Rider)"
Fiction,1214,uc2.ark+=13960=t8cf9js26,1914,"The Street of seven stars, by Mary Roberts Rinehart.",The Street of Seven Stars,"Rinehart, Mary Roberts"
Fiction,1217,hvd.hn1qf8,1898,Penelope's experiences in Scotland; being extracts from the commonplace book of Penelope Hamilton.,Penelope's Experiences in Scotland: Being Extracts from the Commonplace Book of Penelope Hamilton,"Wiggin, Kate Douglas Smith"
Fiction,1218,hvd.32044015457534,1917,"The adventures of Jimmie Dale, by Frank L. Packard.",The Adventures of Jimmie Dale,"Packard, Frank L. (Frank Lucius)"
Fiction,1235,uc1.b4642059,1902,"Captain Fracasse / Theophile Gautier ; translated from the French, with a critical introd. by F. C. de Sumichrast.",Captain Fracasse,"Gautier, Théophile"
Fiction,1239,nyp.33433081959037,1906,The spirit of the border : a romance of the early settlers in the Ohio Valley / by Zane Grey ...,The Spirit of the Border: A Romance of the Early Settlers in the Ohio Valley,"Grey, Zane"
Fiction,1260,hvd.hn2nn8,1869,"Jane Eyre. An autobiography, by Currer Bell [pseud.] ...",Jane Eyre: An Autobiography,"Brontë, Charlotte"
Fiction,1261,osu.32435018005173,1903,"Betty Zane / by P. Zane Grey ; cover design, letters and illustrations by the author.",Betty Zane,"Grey, Zane"
Fiction,1264,uc1.31158005722250,1896,The wheels of chance : a bicycling idyll / by H. G. Wells ; with ill. by J. Ayton Symington.,The Wheels of Chance: A Bicycling Idyll,"Wells, H. G. (Herbert George)"
Fiction,1268,hvd.32044014493977,1876,The mysterious island : the secret of the island / by Jules Verne ; translated from the French by W.H.G. Kingston.,The Mysterious Island,"Verne, Jules"
Fiction,1269,mdp.39015053230531,1917,The soul of a bishop.,The Soul of a Bishop,"Wells, H. G. (Herbert George)"
Fiction,1274,uc2.ark+=13960=t0gt5hs8p,1910,"Martin Hyde, the duke's messenger, by John Masefield; with illustrations by T.C. Dugdale.","Martin Hyde, the Duke's Messenger","Masefield, John"
Fiction,1285,hvd.32044010290971,1910,"The water goats, and other troubles, by Ellis Parker Butler.","The Water Goats, and Other Troubles","Butler, Ellis Parker"
Fiction,1290,msu.31293010100455,1909,Salammbo / by Gustave Flaubert ; translated by J.W. Marriage ; with an introduction by Arthur Symons.,Salammbo,"Flaubert, Gustave"
Fiction,1296,nyp.33433074855218,1822,"The provost / by the author of Annals of the parish, Ayrshire legatees, and Sir Andrew Wylie.",The Provost,"Galt, John"
Fiction,1298,uc1.31175030916608,1922,The Virginian : a horseman of the plains / by Owen Wister.,The Virginian: A Horseman of the Plains,"Wister, Owen"
Fiction,1299,uc2.ark+=13960=t19k48772,1916,The heritage of the Sioux / by B.M. Bower ; with frontispiece by Monte Crews.,The Heritage of the Sioux,"Bower, B. M."
Fiction,1300,umn.31951001165923p,1912,Riders of the purple sage / Zane Grey.,Riders of the Purple Sage,"Grey, Zane"
Fiction,1303,umn.31951002041661o,1899,The scapegoat.,The Scapegoat,"Caine, Hall, Sir"
Fiction,1334,mdp.39015031325312,1902,"Paul Kelver, by Jerome K. Jerome.",Paul Kelver,"Jerome, Jerome K. (Jerome Klapka)"
Fiction,1342,mdp.39015004075662,1909,"Pride and prejudice, by Jane Austen.",Pride and Prejudice,"Austen, Jane"
Fiction,1343,uc2.ark+=13960=t2g73c26k,1889,"Bureaucracy; or, A civil service reformer [by] Honoré de Balzac.",Bureaucracy,"Balzac, Honoré de"
Fiction,1348,hvd.hn1ey4,1913,"A master's degree, by Margaret Hill McCarter ... illustrations in color by W. D. Goldbeck.",A Master's Degree,"McCarter, Margaret Hill"
Fiction,1350,uc1.31175000159924,1896,The country doctor.,The Country Doctor,"Balzac, Honoré de"
Fiction,1366,mdp.39015063949591,1920,"The cloister and the hearth ; a tale of the middle ages / by Charles Reade, ed. for school use by A. B. de Mille.",The Cloister and the Hearth,"Reade, Charles"
Fiction,1368,uc2.ark+=13960=t9z032g5m,1919,"When the world shook; being an account of the great adventure of Bastin, Bickley and Arbuthnot, by H. Rider Haggard.","When the World Shook: Being an Account of the Great Adventure of Bastin, Bickley and Arbuthnot","Haggard, H. Rider (Henry Rider)"
Fiction,1374,hvd.hnw82l,1864,"The vendetta, by Honoré de Balzac; and The blacksmith of Tennessee.",Vendetta,"Balzac, Honoré de"
Fiction,1377,hvd.32044097060792,1886,The talisman / by Sir Walter Scott ; edited by Dwight Holbrook.,The Talisman,"Scott, Walter"
Fiction,1380,uc2.ark+=13960=t8tb1361p,1892,The two brothers / Honoré de Balzac ; translated by Katharine Prescott Wormeley.,The Two Brothers,"Balzac, Honoré de"
Fiction,1384,mdp.39015063552759,1821,"The Ayrshire legatees, or, The Pringle family.","The Ayrshire Legatees; Or, The Pringle Family","Galt, John"
Fiction,1396,umn.31951002372898l,1887,"Rienzi, the last of the Roman tribunes, by Edward Bulwer Lytton (Lord Lytton) ....","Rienzi, the Last of the Roman Tribunes","Lytton, Edward Bulwer Lytton, Baron"
Fiction,1400,dul1.ark+=13960=t4gm8zs7r,1863,Great expectations / by Charles Dickens.,Great Expectations,"Dickens, Charles"
Fiction,1401,umn.31951000891201o,1920,Tarzan the untamed.,Tarzan the Untamed,"Burroughs, Edgar Rice"
Fiction,1402,mdp.39015058827075,1922,Where the blue begins / by Christopher Morley ; with illustrations by Arthur Rackham.,Where the Blue Begins,"Morley, Christopher"
Fiction,1417,uc2.ark+=13960=t06w9b766,1891,Sons of the soil / Honoré de Balzac ; translated by Katharine Prescott Wormeley.,Sons of the Soil,"Balzac, Honoré de"
Fiction,1438,dul1.ark+=13960=t5h99wp3h,1863,No name : a novel / By Wilkie Collins ...,No Name,"Collins, Wilkie"
Fiction,1441,umn.31951002011039n,1883,The story of an African farm : a novel / by Ralph Iron (Olive Schreiner).,The Story of an African Farm,"Schreiner, Olive"
Fiction,1442,uva.x030794889,1918,"The kingdom of the blind,",The Kingdom of the Blind,"Oppenheim, E. Phillips (Edward Phillips)"
Fiction,1447,nyp.33433112048933,1910,The illustrious prince / by E. Phillips Oppenheim ; with four illustrations by Will Foster.,The Illustrious Prince,"Oppenheim, E. Phillips (Edward Phillips)"
Fiction,1449,umn.31951002361812w,1916,The valley of the moon. With front. by George Harper.,The Valley of the Moon,"London, Jack"
Fiction,1453,nyp.33433075808059,1887,"The alkahest; or, The house of Claës. [Tr. by Katharine Prescott Wormeley]",The Alkahest,"Balzac, Honoré de"
Fiction,1457,mdp.49015001001198,1910,Mistress Wilding : a romance / by Rafael Sabatini.,Mistress Wilding,"Sabatini, Rafael"
Fiction,1461,uc2.ark+=13960=t2w37q70x,1857,The black dwarf ; A legend of Montrose.,A Legend of Montrose,"Scott, Walter"
Fiction,1476,wu.89004914925,1921,"Chance; a tale in two parts, by Joseph Conrad.",Chance: A Tale in Two Parts,"Conrad, Joseph"
Fiction,1482,mdp.39015008815006,1901,"Modeste Mignon by H. de Balzac, trans. by Clara Bell, with a frobtispiece etched by D. Murray Smith.",Modeste Mignon,"Balzac, Honoré de"
Fiction,1495,nyp.33433112008234,1919,"The golf course mystery; being a somewhat different detective story, by Chester K. Steele; illustrated by A. 0. Scott.",The Golf Course Mystery,"Steele, Chester K."
Fiction,1550,mdp.39015026757057,1913,"A lady of quality; being a most curious, hitherto unknown history, as related by Mr. Isaac Bickerstaff but not presented to the world of fashion through the pages of the Tatler, and now for the first time written down, by Frances Hodgson Burnett.","A Lady of Quality: Being a Most Curious, Hitherto Unknown History, as Related by Mr. Isaac Bickerstaff but Not Presented to the World of Fashion Through the Pages of The Tatler, and Now for the First Time Written Down","Burnett, Frances Hodgson"
Fiction,1563,umn.31951001988802q,1913,The crystal stopper : an Arsène Lupin mystery.,The Crystal Stopper,"Leblanc, Maurice"
Fiction,1565,umn.31951002096559w,1873,The last days of Pompeii.,The Last Days of Pompeii,"Lytton, Edward Bulwer Lytton, Baron"
Fiction,1569,hvd.32044020295457,1901,The lily of the valley = Le lys dans la vallée / by H. de Balzac ; translated by James Waring ; with a front. etched by D. Murray Smith.,The Lily of the Valley,"Balzac, Honoré de"
Fiction,1577,uc1.$b298742,1921,"The grey room, by Eden Phillpotts.",The Grey Room,"Phillpotts, Eden"
Fiction,1585,uc2.ark+=13960=t08w3ds14,1889,"The wrong box, by Robert Louis Stevenson and Lloyd Osbourne.",The Wrong Box,"Osbourne, Lloyd"
Fiction,1586,uva.x000885145,1870,Man and wife / by Wilkie Collins ... ; with illustrations.,Man and Wife,"Collins, Wilkie"
Fiction,1588,njp.32101039900962,1879,"A rogue's life, from his birth to his marriage.",A Rogue's Life,"Collins, Wilkie"
Fiction,1602,mdp.39015002725607,1911,"Dawn O'Hara, the girl who laughed, by Edna Ferber, frontispiece in colors by R. Ford Harper.",Dawn O'Hara: The Girl Who Laughed,"Ferber, Edna"
Fiction,1604,hvd.hwp5zk,1911,The ebb-tide : a trio and quartette / by Robert Louis Stevenson and Lloyd Osbourne.,The Ebb-Tide: A Trio And Quartette,"Osbourne, Lloyd"
Fiction,1605,uiug.30112042226883,1912,The crock of gold / by James Stephens.,The Crock of Gold,"Stephens, James"
Fiction,1606,mdp.39015063955523,1889,"Kenilworth ... From the last revised edition, containing the author's final corrections, notes, etc.",Kenilworth,"Scott, Walter"
Fiction,1607,dul1.ark+=13960=t8ff42f2n,1894,"A journey in other worlds. A romance of the future, by John Jacob Astor ...",A Journey in Other Worlds: A Romance of the Future,"Astor, John Jacob"
Fiction,1614,mdp.39015059378086,1896,"The golden fleece; a romance, by Julian Hawthorne.",The Golden Fleece: A Romance,"Hawthorne, Julian"
Fiction,1622,hvd.32044021110135,1875,The law and the lady. A novel. By Wilkie Collins.,The Law and the Lady,"Collins, Wilkie"
Fiction,1623,aeu.ark+=13960=t6g16mp95,1873,The new Magdalen by Wilkie Collins.,The New Magdalen,"Collins, Wilkie"
Fiction,1624,wu.89004915195,1876,The two destinies / by Wilkie Collins.,The Two Destinies,"Collins, Wilkie"
Fiction,1627,njp.32101068581550,1907,"The evil genius, a domestic story.",The Evil Genius: A Domestic Story,"Collins, Wilkie"
Fiction,1628,nyp.33433074945688,1879,"My lady's money; an episode in the life of a young girl, by Wilkie Collins.",My Lady's Money,"Collins, Wilkie"
Fiction,1641,uc2.ark+=13960=t23b6179w,1896,The lesser bourgeoisie.,The Lesser Bourgeoisie,"Balzac, Honoré de"
Fiction,1652,uc1.ax0003992252,1875,"The survivors of the Chancellor : diary of J.R. Kazallon, passenger.","The Survivors of the Chancellor: Diary of J.R. Kazallon, Passenger","Verne, Jules"
Fiction,1654,coo1.ark+=13960=t2n59394k,1900,"An unsocial socialist, by G. Bernard Shaw.",An Unsocial Socialist,"Shaw, Bernard"
Fiction,1661,ien.35556034075739,1893,The adventures of Sherlock Holmes.,The Adventures of Sherlock Holmes,"Doyle, Arthur Conan"
Fiction,1665,osu.32435031561806,1889,Derrick Vaughan : novelist / [By] Edna Lyall.,"Derrick Vaughan, Novelist","Lyall, Edna"
Fiction,1671,uva.x004234840,1920,"When a man marries,",When a Man Marries,"Rinehart, Mary Roberts"
Fiction,1684,ien.35556007035918,1901,"The egoist, a comedy in narrative, by George Meredith, with an appreciation of the author by William Crary Brownell.",The Egoist: A Comedy in Narrative,"Meredith, George"
Fiction,1685,uva.x001752097,1908,"The mystery of the yellow room : extraordinary adventures of Joseph Rouletabille, reporter / by Gaston LeRoux.",The Mystery of the Yellow Room,"Leroux, Gaston"
Fiction,1686,hvd.hn1g2g,1914,The secret of the night : further adventures of Rouletabille / by Gaston Leroux.,The Secret of the Night,"Leroux, Gaston"
Fiction,1690,umn.31951001988409s,1912,Marie : an episode in the life of the late Allan Quatermain / by H. Rider Haggard.,Marie: An Episode in the Life of the Late Allan Quatermain,"Haggard, H. Rider (Henry Rider)"
Fiction,1692,mdp.39015063920147,1922,"1492, by Mary Johnston.",1492,"Johnston, Mary"
Fiction,1693,mdp.39015002717778,1919,Dangerous days / by Mary Roberts Rinehart ...,Dangerous Days,"Rinehart, Mary Roberts"
Fiction,1695,umn.31951d005330273,1908,"The man who was Thursday, a nightmare / by Gilbert Keith Chesterton.",The Man Who Was Thursday: A Nightmare,"Chesterton, G. K. (Gilbert Keith)"
Fiction,1696,uiug.30112041673911,1905,The Club of Queer Trades / by Gilbert K. Chesterton.,The Club of Queer Trades,"Chesterton, G. K. (Gilbert Keith)"
Fiction,1698,uc1.ax0003992252,1875,"The survivors of the Chancellor : diary of J.R. Kazallon, passenger.",The Survivors of the Chancellor,"Verne, Jules"
Fiction,1699,hvd.hwkytg,1914,The vanished messenger / by E. Phillips Oppenheim ; with four illustrations by C.H. Taffs.,The Vanished Messenger,"Oppenheim, E. Phillips (Edward Phillips)"
Fiction,1701,uc2.ark+=13960=t8x922z13,1913,"The story of Waitstill Baxter, by Kate Douglas Wiggin; with illustrations by H.M. Brett.",The Story of Waitstill Baxter,"Wiggin, Kate Douglas Smith"
Fiction,1703,msu.31293008407128,1899,Dead men tell no tales / by E. W. Hornung.,Dead Men Tell No Tales,"Hornung, E. W. (Ernest William)"
Fiction,1711,mdp.39015036042912,1913,"Child of storm, by H. Rider Haggard ... with a frontispiece in color and two illustrations by A. C. Michael.",Child of Storm,"Haggard, H. Rider (Henry Rider)"
Fiction,1718,mdp.39015014615408,1912,"Manalive, by G. K. Chesterton.",Manalive,"Chesterton, G. K. (Gilbert Keith)"
Fiction,1723,uc2.ark+=13960=t20c4xh4g,1921,Cow-country [by] B. M. Bower [pseud.],Cow-Country,"Bower, B. M."
Fiction,1724,msu.31293102510520,1917,Finished / H. Rider Haggard.,Finished,"Haggard, H. Rider (Henry Rider)"
Fiction,1730,uc1.b4102219,1917,"Michael, brother of Jerry / by Jack London ...","Michael, Brother of Jerry","London, Jack"
Fiction,1733,hvd.hwkiz1,1912,The Red Cross girl / by Richard Harding Davis ; illustrated by Wallace Morgan.,The Red Cross Girl,"Davis, Richard Harding"
Fiction,1734,mdp.39015030719655,1922,The secret places of the heart / by H. G. Wells.,The Secret Places of the Heart,"Wells, H. G. (Herbert George)"
Fiction,1740,osu.32435005943378,1915,The Flying U's last stand / by B.M. Bower [pseud.] ... with frontispice by Anton Otto Fischer.,The Flying U's Last Stand,"Bower, B. M."
Fiction,1741,hvd.hn8wi4,1920,"The White Moll, by Frank L. Packard ...",The White Moll,"Packard, Frank L. (Frank Lucius)"
Fiction,1747,nyp.33433076074339,1920,The red seal / by Natalie Sumner Lincoln.,The Red Seal,"Lincoln, Natalie Sumner"
Fiction,1752,nyp.33433075744866,1913,"El Dorado; an adventure of the Scarlet pimpernel, by Baroness Orczy.",El Dorado: An Adventure of the Scarlet Pimpernel,"Orczy, Emmuska Orczy, Baroness"
